Nome Completo;Email;Mês/Ano;Cargo;CBO;PIS;Salário Base;Comissão;Valores Adicionais;Bonificações;Total Vencimentos;INSS (%);INSS (R$);IRRF (%);IRRF (R$);Plano de Saúde;Total Descontos;Líquido a Receber;Carga Horária;Horas Extras;Base FGTS;FGTS do Mês;Base INSS;Base IRRF
Eduardo Lima;eduardo.lima@email.com;Sep-2023;Designer Gráfico;2624-15;66085166112;2595;814;245;441;4095;9.15;374.6925;7.5;307.125;473;1154.8175;2940.1825;44;7;4095;327.6;4095;3480.75
Eduardo Lima;eduardo.lima@email.com;Oct-2023;Designer Gráfico;2624-15;68063808728;5376;582;264;982;7204;9.15;659.1659999999999;7.5;540.3;106;1305.466;5898.534;44;3;7204;576.32;7204;6123.4
Eduardo Lima;eduardo.lima@email.com;Nov-2023;Designer Gráfico;2624-15;64228765729;5944;722;213;223;7102;9.15;649.833;7.5;532.65;198;1380.483;5721.517;44;6;7102;568.16;7102;6036.7
Eduardo Lima;eduardo.lima@email.com;Dec-2023;Designer Gráfico;2624-15;11625072730;6297;763;415;985;8460;9.15;774.09;7.5;634.5;401;1809.5900000000001;6650.41;44;10;8460;676.8000000000001;8460;7191.0
Fernanda Souza;fernanda.souza@email.com;Jan-2020;Gerente de Projetos;2521-30;37723289414;3290;534;316;164;4304;9.15;393.816;7.5;322.8;336;1052.616;3251.384;44;9;4304;344.32;4304;3658.4
Fernanda Souza;fernanda.souza@email.com;Feb-2020;Gerente de Projetos;2521-30;70964150508;3669;857;240;304;5070;9.15;463.905;7.5;380.25;401;1245.155;3824.8450000000003;44;9;5070;405.6;5070;4309.5
Fernanda Souza;fernanda.souza@email.com;Mar-2020;Gerente de Projetos;2521-30;94959445450;4088;498;661;951;6198;9.15;567.117;7.5;464.84999999999997;461;1492.9669999999999;4705.033;44;19;6198;495.84000000000003;6198;5268.3
Fernanda Souza;fernanda.souza@email.com;Apr-2020;Gerente de Projetos;2521-30;53675456545;3158;648;703;234;4743;9.15;433.98449999999997;7.5;355.72499999999997;460;1249.7095;3493.2905;44;13;4743;379.44;4743;4031.5499999999997
Fernanda Souza;fernanda.souza@email.com;May-2020;Gerente de Projetos;2521-30;39039747104;6017;296;261;46;6620;9.15;605.73;7.5;496.5;122;1224.23;5395.77;44;16;6620;529.6;6620;5627.0
Fernanda Souza;fernanda.souza@email.com;Jun-2020;Gerente de Projetos;2521-30;58369853433;3716;947;251;897;5811;9.15;531.7065;7.5;435.825;250;1217.5315;4593.4685;44;18;5811;464.88;5811;4939.349999999999
Fernanda Souza;fernanda.souza@email.com;Jul-2020;Gerente de Projetos;2521-30;48073408687;3075;970;186;718;4949;9.15;452.8335;7.5;371.175;114;938.0085;4010.9915;44;17;4949;395.92;4949;4206.65
Fernanda Souza;fernanda.souza@email.com;Aug-2020;Gerente de Projetos;2521-30;29999611600;4640;394;568;5;5607;9.15;513.0405;7.5;420.525;126;1059.5655;4547.4345;44;13;5607;448.56;5607;4765.95
Fernanda Souza;fernanda.souza@email.com;Sep-2020;Gerente de Projetos;2521-30;89879365717;3609;487;458;589;5143;9.15;470.5845;7.5;385.72499999999997;340;1196.3094999999998;3946.6905;44;13;5143;411.44;5143;4371.55
Fernanda Souza;fernanda.souza@email.com;Oct-2020;Gerente de Projetos;2521-30;98071179167;6719;584;486;69;7858;9.15;719.007;7.5;589.35;223;1531.357;6326.643;44;0;7858;628.64;7858;6679.3
Fernanda Souza;fernanda.souza@email.com;Nov-2020;Gerente de Projetos;2521-30;45414364924;5168;652;568;431;6819;9.15;623.9385;7.5;511.42499999999995;374;1509.3635;5309.6365000000005;44;4;6819;545.52;6819;5796.15
Fernanda Souza;fernanda.souza@email.com;Dec-2020;Gerente de Projetos;2521-30;65461327838;3903;491;469;586;5449;9.15;498.5835;7.5;408.675;327;1234.2585;4214.7415;44;9;5449;435.92;5449;4631.65
Fernanda Souza;fernanda.souza@email.com;Jan-2021;Gerente de Projetos;2521-30;11101457600;5401;872;667;942;7882;9.15;721.203;7.5;591.15;419;1731.353;6150.647;44;9;7882;630.5600000000001;7882;6699.7
Fernanda Souza;fernanda.souza@email.com;Feb-2021;Gerente de Projetos;2521-30;16365273255;4869;610;141;515;6135;9.15;561.3525;7.5;460.125;407;1428.4775;4706.5225;44;11;6135;490.8;6135;5214.75
Fernanda Souza;fernanda.souza@email.com;Mar-2021;Gerente de Projetos;2521-30;65193399374;3420;575;193;615;4803;9.15;439.4745;7.5;360.22499999999997;419;1218.6995;3584.3005000000003;44;1;4803;384.24;4803;4082.5499999999997
Fernanda Souza;fernanda.souza@email.com;Apr-2021;Gerente de Projetos;2521-30;99297266107;3246;381;318;828;4773;9.15;436.7295;7.5;357.97499999999997;408;1202.7044999999998;3570.2955;44;12;4773;381.84000000000003;4773;4057.0499999999997
Fernanda Souza;fernanda.souza@email.com;May-2021;Gerente de Projetos;2521-30;74144065912;3621;311;727;262;4921;9.15;450.2715;7.5;369.075;499;1318.3465;3602.6535;44;10;4921;393.68;4921;4182.849999999999
Fernanda Souza;fernanda.souza@email.com;Jun-2021;Gerente de Projetos;2521-30;40500189352;4450;773;311;788;6322;9.15;578.463;7.5;474.15;181;1233.6129999999998;5088.387000000001;44;12;6322;505.76;6322;5373.7
Fernanda Souza;fernanda.souza@email.com;Jul-2021;Gerente de Projetos;2521-30;21442547302;5516;284;680;963;7443;9.15;681.0345;7.5;558.225;186;1425.2595000000001;6017.7405;44;18;7443;595.44;7443;6326.55
Fernanda Souza;fernanda.souza@email.com;Aug-2021;Gerente de Projetos;2521-30;29766027876;3692;539;271;69;4571;9.15;418.24649999999997;7.5;342.825;333;1094.0715;3476.9285;44;10;4571;365.68;4571;3885.35
Fernanda Souza;fernanda.souza@email.com;Sep-2021;Gerente de Projetos;2521-30;57480449400;3165;373;724;510;4772;9.15;436.638;7.5;357.9;406;1200.538;3571.462;44;16;4772;381.76;4772;4056.2
Fernanda Souza;fernanda.souza@email.com;Oct-2021;Gerente de Projetos;2521-30;98162526817;3097;315;346;349;4107;9.15;375.7905;7.5;308.025;108;791.8154999999999;3315.1845000000003;44;14;4107;328.56;4107;3490.95
Fernanda Souza;fernanda.souza@email.com;Nov-2021;Gerente de Projetos;2521-30;34872154614;3551;457;639;511;5158;9.15;471.957;7.5;386.84999999999997;317;1175.807;3982.193;44;13;5158;412.64;5158;4384.3
Fernanda Souza;fernanda.souza@email.com;Dec-2021;Gerente de Projetos;2521-30;97849173059;3224;872;412;709;5217;9.15;477.3555;7.5;391.275;338;1206.6305;4010.3695;44;11;5217;417.36;5217;4434.45
Fernanda Souza;fernanda.souza@email.com;Jan-2022;Gerente de Projetos;2521-30;78249998883;4723;942;717;524;6906;9.15;631.899;7.5;517.9499999999999;395;1544.849;5361.151;44;3;6906;552.48;6906;5870.099999999999
Fernanda Souza;fernanda.souza@email.com;Feb-2022;Gerente de Projetos;2521-30;60778480874;2941;322;541;347;4151;9.15;379.8165;7.5;311.325;374;1065.1415;3085.8585000000003;44;19;4151;332.08;4151;3528.35
Fernanda Souza;fernanda.souza@email.com;Mar-2022;Gerente de Projetos;2521-30;84915120963;6241;941;279;30;7491;9.15;685.4265;7.5;561.8249999999999;356;1603.2514999999999;5887.7485;44;18;7491;599.28;7491;6367.349999999999
Fernanda Souza;fernanda.souza@email.com;Apr-2022;Gerente de Projetos;2521-30;47382727137;6930;393;524;836;8683;9.15;794.4945;7.5;651.225;468;1913.7195000000002;6769.2805;44;15;8683;694.64;8683;7380.55
Fernanda Souza;fernanda.souza@email.com;May-2022;Gerente de Projetos;2521-30;75537458678;5434;419;757;832;7442;9.15;680.943;7.5;558.15;256;1495.0929999999998;5946.907;44;15;7442;595.36;7442;6325.7
Fernanda Souza;fernanda.souza@email.com;Jun-2022;Gerente de Projetos;2521-30;24978252657;5510;633;759;340;7242;9.15;662.643;7.5;543.15;274;1479.7930000000001;5762.207;44;5;7242;579.36;7242;6155.7
Fernanda Souza;fernanda.souza@email.com;Jul-2022;Gerente de Projetos;2521-30;11241495739;4468;560;621;165;5814;9.15;531.981;7.5;436.05;250;1218.031;4595.969;44;3;5814;465.12;5814;4941.9
Fernanda Souza;fernanda.souza@email.com;Aug-2022;Gerente de Projetos;2521-30;81004383136;5012;450;542;424;6428;9.15;588.162;7.5;482.09999999999997;330;1400.262;5027.738;44;15;6428;514.24;6428;5463.8
Fernanda Souza;fernanda.souza@email.com;Sep-2022;Gerente de Projetos;2521-30;32679930237;2646;230;792;617;4285;9.15;392.0775;7.5;321.375;355;1068.4524999999999;3216.5475;44;13;4285;342.8;4285;3642.25
Fernanda Souza;fernanda.souza@email.com;Oct-2022;Gerente de Projetos;2521-30;63935939036;2925;716;770;373;4784;9.15;437.736;7.5;358.8;185;981.5360000000001;3802.464;44;2;4784;382.72;4784;4066.4
Fernanda Souza;fernanda.souza@email.com;Nov-2022;Gerente de Projetos;2521-30;48689119113;5306;586;219;655;6766;9.15;619.0889999999999;7.5;507.45;182;1308.539;5457.461;44;15;6766;541.28;6766;5751.099999999999
Fernanda Souza;fernanda.souza@email.com;Dec-2022;Gerente de Projetos;2521-30;15850566853;6380;918;440;878;8616;9.15;788.364;7.5;646.1999999999999;344;1778.5639999999999;6837.436;44;2;8616;689.28;8616;7323.599999999999
Fernanda Souza;fernanda.souza@email.com;Jan-2023;Gerente de Projetos;2521-30;49387023148;6327;347;112;313;7099;9.15;649.5585;7.5;532.425;361;1542.9834999999998;5556.0165;44;19;7099;567.92;7099;6034.15
Fernanda Souza;fernanda.souza@email.com;Feb-2023;Gerente de Projetos;2521-30;29368744847;3079;550;652;807;5088;9.15;465.55199999999996;7.5;381.59999999999997;105;952.1519999999999;4135.848;44;0;5088;407.04;5088;4324.8
Fernanda Souza;fernanda.souza@email.com;Mar-2023;Gerente de Projetos;2521-30;97189818718;4302;867;386;571;6126;9.15;560.529;7.5;459.45;442;1461.979;4664.021;44;4;6126;490.08;6126;5207.099999999999
Fernanda Souza;fernanda.souza@email.com;Apr-2023;Gerente de Projetos;2521-30;52474248448;2957;382;787;958;5084;9.15;465.186;7.5;381.3;374;1220.4859999999999;3863.514;44;0;5084;406.72;5084;4321.4
Fernanda Souza;fernanda.souza@email.com;May-2023;Gerente de Projetos;2521-30;45575977051;4813;675;761;569;6818;9.15;623.847;7.5;511.34999999999997;197;1332.197;5485.803;44;14;6818;545.44;6818;5795.3
Fernanda Souza;fernanda.souza@email.com;Jun-2023;Gerente de Projetos;2521-30;64992085038;6116;414;718;789;8037;9.15;735.3855;7.5;602.775;321;1659.1605;6377.8395;44;11;8037;642.96;8037;6831.45
Fernanda Souza;fernanda.souza@email.com;Jul-2023;Gerente de Projetos;2521-30;96533573225;5925;875;420;10;7230;9.15;661.545;7.5;542.25;380;1583.795;5646.205;44;4;7230;578.4;7230;6145.5
Fernanda Souza;fernanda.souza@email.com;Aug-2023;Gerente de Projetos;2521-30;57789380614;4503;547;133;694;5877;9.15;537.7455;7.5;440.775;216;1194.5205;4682.4794999999995;44;6;5877;470.16;5877;4995.45
Fernanda Souza;fernanda.souza@email.com;Sep-2023;Gerente de Projetos;2521-30;58351044471;3385;351;271;124;4131;9.15;377.9865;7.5;309.825;199;886.8115;3244.1885;44;15;4131;330.48;4131;3511.35
Fernanda Souza;fernanda.souza@email.com;Oct-2023;Gerente de Projetos;2521-30;40721005670;6960;936;713;939;9548;9.15;873.6419999999999;7.5;716.1;227;1816.742;7731.258;44;10;9548;763.84;9548;8115.8
Fernanda Souza;fernanda.souza@email.com;Nov-2023;Gerente de Projetos;2521-30;71755963514;4127;464;193;852;5636;9.15;515.694;7.5;422.7;126;1064.394;4571.606;44;2;5636;450.88;5636;4790.599999999999
Fernanda Souza;fernanda.souza@email.com;Dec-2023;Gerente de Projetos;2521-30;90975271021;3344;758;653;141;4896;9.15;447.984;7.5;367.2;164;979.184;3916.816;44;19;4896;391.68;4896;4161.599999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Jan-2020;Vendedor;5211-10;19578958066;6701;357;182;96;7336;9.15;671.244;7.5;550.1999999999999;412;1633.444;5702.5560000000005;44;13;7336;586.88;7336;6235.599999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Feb-2020;Vendedor;5211-10;65467444581;3723;604;764;606;5697;9.15;521.2755;7.5;427.275;409;1357.5504999999998;4339.449500000001;44;12;5697;455.76;5697;4842.45
Gabriel Oliveira;gabriel.oliveira@email.com;Mar-2020;Vendedor;5211-10;90939483127;5388;336;610;146;6480;9.15;592.92;7.5;486.0;186;1264.92;5215.08;44;3;6480;518.4;6480;5508.0
Gabriel Oliveira;gabriel.oliveira@email.com;Apr-2020;Vendedor;5211-10;56394813340;3844;541;605;387;5377;9.15;491.9955;7.5;403.275;402;1297.2705;4079.7295;44;12;5377;430.16;5377;4570.45
Gabriel Oliveira;gabriel.oliveira@email.com;May-2020;Vendedor;5211-10;48716130190;6174;362;792;833;8161;9.15;746.7315;7.5;612.0749999999999;331;1689.8065;6471.1935;44;6;8161;652.88;8161;6936.849999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Jun-2020;Vendedor;5211-10;90243680769;6171;631;412;154;7368;9.15;674.172;7.5;552.6;301;1527.772;5840.228;44;17;7368;589.44;7368;6262.8
Gabriel Oliveira;gabriel.oliveira@email.com;Jul-2020;Vendedor;5211-10;49449610377;6955;472;193;595;8215;9.15;751.6725;7.5;616.125;407;1774.7975000000001;6440.202499999999;44;1;8215;657.2;8215;6982.75
Gabriel Oliveira;gabriel.oliveira@email.com;Aug-2020;Vendedor;5211-10;21789396501;4457;561;553;564;6135;9.15;561.3525;7.5;460.125;369;1390.4775;4744.5225;44;9;6135;490.8;6135;5214.75
Gabriel Oliveira;gabriel.oliveira@email.com;Sep-2020;Vendedor;5211-10;44055399057;6868;524;300;216;7908;9.15;723.582;7.5;593.1;250;1566.682;6341.318;44;18;7908;632.64;7908;6721.8
Gabriel Oliveira;gabriel.oliveira@email.com;Oct-2020;Vendedor;5211-10;82857528626;4050;690;340;330;5410;9.15;495.015;7.5;405.75;170;1070.7649999999999;4339.235000000001;44;0;5410;432.8;5410;4598.5
Gabriel Oliveira;gabriel.oliveira@email.com;Nov-2020;Vendedor;5211-10;51801705995;3176;918;791;527;5412;9.15;495.198;7.5;405.9;159;1060.098;4351.902;44;11;5412;432.96000000000004;5412;4600.2
Gabriel Oliveira;gabriel.oliveira@email.com;Dec-2020;Vendedor;5211-10;18405184505;5985;271;705;860;7821;9.15;715.6215;7.5;586.5749999999999;248;1550.1965;6270.8035;44;5;7821;625.6800000000001;7821;6647.849999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Jan-2021;Vendedor;5211-10;24594150710;6199;368;443;320;7330;9.15;670.6949999999999;7.5;549.75;331;1551.445;5778.555;44;9;7330;586.4;7330;6230.5
Gabriel Oliveira;gabriel.oliveira@email.com;Feb-2021;Vendedor;5211-10;58058462727;3028;678;396;247;4349;9.15;397.9335;7.5;326.175;490;1214.1085;3134.8914999999997;44;13;4349;347.92;4349;3696.65
Gabriel Oliveira;gabriel.oliveira@email.com;Mar-2021;Vendedor;5211-10;66892685735;6436;280;679;407;7802;9.15;713.883;7.5;585.15;488;1787.033;6014.967000000001;44;5;7802;624.16;7802;6631.7
Gabriel Oliveira;gabriel.oliveira@email.com;Apr-2021;Vendedor;5211-10;38486301664;3602;211;212;479;4504;9.15;412.116;7.5;337.8;494;1243.916;3260.084;44;18;4504;360.32;4504;3828.4
Gabriel Oliveira;gabriel.oliveira@email.com;May-2021;Vendedor;5211-10;29725757898;6036;480;496;80;7092;9.15;648.918;7.5;531.9;465;1645.818;5446.182;44;1;7092;567.36;7092;6028.2
Gabriel Oliveira;gabriel.oliveira@email.com;Jun-2021;Vendedor;5211-10;60427006490;3361;214;694;468;4737;9.15;433.4355;7.5;355.275;275;1063.7105;3673.2895;44;7;4737;378.96;4737;4026.45
Gabriel Oliveira;gabriel.oliveira@email.com;Jul-2021;Vendedor;5211-10;19530702007;3579;815;722;421;5537;9.15;506.6355;7.5;415.275;417;1338.9105;4198.0895;44;17;5537;442.96000000000004;5537;4706.45
Gabriel Oliveira;gabriel.oliveira@email.com;Aug-2021;Vendedor;5211-10;12373361499;4856;239;319;569;5983;9.15;547.4445;7.5;448.72499999999997;298;1294.1695;4688.8305;44;0;5983;478.64;5983;5085.55
Gabriel Oliveira;gabriel.oliveira@email.com;Sep-2021;Vendedor;5211-10;19461355201;2587;603;382;271;3843;9.15;351.6345;7.5;288.22499999999997;226;865.8595;2977.1405;44;10;3843;307.44;3843;3266.5499999999997
Gabriel Oliveira;gabriel.oliveira@email.com;Oct-2021;Vendedor;5211-10;69522472800;2969;239;532;653;4393;9.15;401.9595;7.5;329.47499999999997;158;889.4345;3503.5655;44;17;4393;351.44;4393;3734.0499999999997
Gabriel Oliveira;gabriel.oliveira@email.com;Nov-2021;Vendedor;5211-10;30930673925;6923;773;271;918;8885;9.15;812.9775;7.5;666.375;469;1948.3525;6936.6475;44;11;8885;710.8000000000001;8885;7552.25
Gabriel Oliveira;gabriel.oliveira@email.com;Dec-2021;Vendedor;5211-10;62155607760;3823;551;457;933;5764;9.15;527.406;7.5;432.3;249;1208.706;4555.294;44;3;5764;461.12;5764;4899.4
Gabriel Oliveira;gabriel.oliveira@email.com;Jan-2022;Vendedor;5211-10;93708788158;5189;672;359;251;6471;9.15;592.0965;7.5;485.325;360;1437.4215;5033.5785;44;13;6471;517.6800000000001;6471;5500.349999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Feb-2022;Vendedor;5211-10;48123267069;3761;862;559;911;6093;9.15;557.5095;7.5;456.97499999999997;202;1216.4845;4876.5154999999995;44;14;6093;487.44;6093;5179.05
Gabriel Oliveira;gabriel.oliveira@email.com;Mar-2022;Vendedor;5211-10;78262862219;6848;825;367;381;8421;9.15;770.5215;7.5;631.5749999999999;187;1589.0964999999999;6831.9035;44;12;8421;673.6800000000001;8421;7157.849999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Apr-2022;Vendedor;5211-10;87033431135;4592;639;302;499;6032;9.15;551.928;7.5;452.4;210;1214.328;4817.6720000000005;44;17;6032;482.56;6032;5127.2
Gabriel Oliveira;gabriel.oliveira@email.com;May-2022;Vendedor;5211-10;36811765082;2863;952;127;560;4502;9.15;411.933;7.5;337.65;254;1003.583;3498.417;44;4;4502;360.16;4502;3826.7
Gabriel Oliveira;gabriel.oliveira@email.com;Jun-2022;Vendedor;5211-10;97456118388;4776;989;542;957;7264;9.15;664.656;7.5;544.8;348;1557.456;5706.544;44;0;7264;581.12;7264;6174.4
Gabriel Oliveira;gabriel.oliveira@email.com;Jul-2022;Vendedor;5211-10;30821107006;6298;819;631;55;7803;9.15;713.9745;7.5;585.225;458;1757.1995000000002;6045.800499999999;44;2;7803;624.24;7803;6632.55
Gabriel Oliveira;gabriel.oliveira@email.com;Aug-2022;Vendedor;5211-10;42976990081;6764;607;737;340;8448;9.15;772.992;7.5;633.6;205;1611.592;6836.407999999999;44;10;8448;675.84;8448;7180.8
Gabriel Oliveira;gabriel.oliveira@email.com;Sep-2022;Vendedor;5211-10;32071462735;4152;354;238;544;5288;9.15;483.852;7.5;396.59999999999997;217;1097.452;4190.548;44;2;5288;423.04;5288;4494.8
Gabriel Oliveira;gabriel.oliveira@email.com;Oct-2022;Vendedor;5211-10;64025649545;4292;691;558;980;6521;9.15;596.6715;7.5;489.075;193;1278.7465;5242.2535;44;13;6521;521.6800000000001;6521;5542.849999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Nov-2022;Vendedor;5211-10;32233434312;6817;250;219;787;8073;9.15;738.6795;7.5;605.475;219;1563.1545;6509.845499999999;44;3;8073;645.84;8073;6862.05
Gabriel Oliveira;gabriel.oliveira@email.com;Dec-2022;Vendedor;5211-10;23445064849;5910;926;159;525;7520;9.15;688.08;7.5;564.0;431;1683.08;5836.92;44;9;7520;601.6;7520;6392.0
Gabriel Oliveira;gabriel.oliveira@email.com;Jan-2023;Vendedor;5211-10;76883843547;3226;568;332;918;5044;9.15;461.526;7.5;378.3;496;1335.826;3708.174;44;10;5044;403.52;5044;4287.4
Gabriel Oliveira;gabriel.oliveira@email.com;Feb-2023;Vendedor;5211-10;99623394124;2898;756;594;133;4381;9.15;400.8615;7.5;328.575;244;973.4365;3407.5635;44;2;4381;350.48;4381;3723.85
Gabriel Oliveira;gabriel.oliveira@email.com;Mar-2023;Vendedor;5211-10;94633528745;3795;465;226;601;5087;9.15;465.46049999999997;7.5;381.525;378;1224.9855;3862.0145;44;2;5087;406.96000000000004;5087;4323.95
Gabriel Oliveira;gabriel.oliveira@email.com;Apr-2023;Vendedor;5211-10;80417368102;2799;379;372;894;4444;9.15;406.626;7.5;333.3;358;1097.926;3346.074;44;5;4444;355.52;4444;3777.4
Gabriel Oliveira;gabriel.oliveira@email.com;May-2023;Vendedor;5211-10;95013288185;3857;775;544;90;5266;9.15;481.839;7.5;394.95;295;1171.789;4094.2110000000002;44;14;5266;421.28000000000003;5266;4476.099999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Jun-2023;Vendedor;5211-10;19671187977;4102;481;224;909;5716;9.15;523.014;7.5;428.7;462;1413.714;4302.286;44;16;5716;457.28000000000003;5716;4858.599999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Jul-2023;Vendedor;5211-10;70896457102;4911;433;614;872;6830;9.15;624.9449999999999;7.5;512.25;355;1492.195;5337.805;44;9;6830;546.4;6830;5805.5
Gabriel Oliveira;gabriel.oliveira@email.com;Aug-2023;Vendedor;5211-10;40577711316;6020;976;609;597;8202;9.15;750.483;7.5;615.15;118;1483.6329999999998;6718.367;44;6;8202;656.16;8202;6971.7
Gabriel Oliveira;gabriel.oliveira@email.com;Sep-2023;Vendedor;5211-10;50098827766;6050;745;614;622;8031;9.15;734.8365;7.5;602.3249999999999;409;1746.1615;6284.8385;44;17;8031;642.48;8031;6826.349999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Oct-2023;Vendedor;5211-10;28709287592;6467;380;399;31;7277;9.15;665.8455;7.5;545.775;321;1532.6205;5744.3795;44;4;7277;582.16;7277;6185.45
Gabriel Oliveira;gabriel.oliveira@email.com;Nov-2023;Vendedor;5211-10;65890545965;4525;877;390;734;6526;9.15;597.129;7.5;489.45;305;1391.579;5134.421;44;2;6526;522.08;6526;5547.099999999999
Gabriel Oliveira;gabriel.oliveira@email.com;Dec-2023;Vendedor;5211-10;41964213239;4634;592;595;658;6479;9.15;592.8285;7.5;485.92499999999995;113;1191.7534999999998;5287.2465;44;7;6479;518.32;6479;5507.15
Helena Martins;helena.martins@email.com;Jan-2020;Técnico de Suporte;3132-05;22300593870;5037;241;533;416;6227;9.15;569.7705;7.5;467.025;435;1471.7955;4755.2045;44;17;6227;498.16;6227;5292.95
Helena Martins;helena.martins@email.com;Feb-2020;Técnico de Suporte;3132-05;83937147968;3686;388;703;152;4929;9.15;451.0035;7.5;369.675;285;1105.6785;3823.3215;44;13;4929;394.32;4929;4189.65
Helena Martins;helena.martins@email.com;Mar-2020;Técnico de Suporte;3132-05;53478811232;6764;277;293;718;8052;9.15;736.758;7.5;603.9;157;1497.658;6554.342000000001;44;10;8052;644.16;8052;6844.2
Helena Martins;helena.martins@email.com;Apr-2020;Técnico de Suporte;3132-05;41286608062;4413;920;126;535;5994;9.15;548.451;7.5;449.55;480;1478.001;4515.999;44;0;5994;479.52;5994;5094.9
Helena Martins;helena.martins@email.com;May-2020;Técnico de Suporte;3132-05;32443177683;2585;931;637;930;5083;9.15;465.0945;7.5;381.22499999999997;173;1019.3195;4063.6805;44;1;5083;406.64;5083;4320.55
Helena Martins;helena.martins@email.com;Jun-2020;Técnico de Suporte;3132-05;72583923527;2974;813;417;654;4858;9.15;444.507;7.5;364.34999999999997;416;1224.857;3633.143;44;14;4858;388.64;4858;4129.3
Helena Martins;helena.martins@email.com;Jul-2020;Técnico de Suporte;3132-05;74308279185;3563;211;212;579;4565;9.15;417.6975;7.5;342.375;144;904.0725;3660.9275;44;2;4565;365.2;4565;3880.25
Helena Martins;helena.martins@email.com;Aug-2020;Técnico de Suporte;3132-05;93665762857;4474;813;429;956;6672;9.15;610.4879999999999;7.5;500.4;311;1421.888;5250.112;44;4;6672;533.76;6672;5671.2
Helena Martins;helena.martins@email.com;Sep-2020;Técnico de Suporte;3132-05;55130872809;3184;324;122;950;4580;9.15;419.07;7.5;343.5;293;1055.57;3524.4300000000003;44;7;4580;366.40000000000003;4580;3893.0
Helena Martins;helena.martins@email.com;Oct-2020;Técnico de Suporte;3132-05;39260034044;6276;445;388;429;7538;9.15;689.727;7.5;565.35;147;1402.077;6135.923;44;13;7538;603.04;7538;6407.3
Helena Martins;helena.martins@email.com;Nov-2020;Técnico de Suporte;3132-05;27809164993;2711;788;297;301;4097;9.15;374.8755;7.5;307.275;212;894.1505;3202.8495000000003;44;6;4097;327.76;4097;3482.45
Helena Martins;helena.martins@email.com;Dec-2020;Técnico de Suporte;3132-05;39290057884;4163;700;312;235;5410;9.15;495.015;7.5;405.75;453;1353.7649999999999;4056.235;44;9;5410;432.8;5410;4598.5
Helena Martins;helena.martins@email.com;Jan-2021;Técnico de Suporte;3132-05;48054529520;6256;492;347;261;7356;9.15;673.074;7.5;551.6999999999999;328;1552.774;5803.226000000001;44;17;7356;588.48;7356;6252.599999999999
Helena Martins;helena.martins@email.com;Feb-2021;Técnico de Suporte;3132-05;13805006711;3831;534;692;289;5346;9.15;489.159;7.5;400.95;482;1372.109;3973.891;44;7;5346;427.68;5346;4544.099999999999
Helena Martins;helena.martins@email.com;Mar-2021;Técnico de Suporte;3132-05;99017215975;6470;564;563;163;7760;9.15;710.04;7.5;582.0;351;1643.04;6116.96;44;3;7760;620.8000000000001;7760;6596.0
Helena Martins;helena.martins@email.com;Apr-2021;Técnico de Suporte;3132-05;55702399609;3511;524;433;267;4735;9.15;433.2525;7.5;355.125;361;1149.3775;3585.6225;44;17;4735;378.8;4735;4024.75
Helena Martins;helena.martins@email.com;May-2021;Técnico de Suporte;3132-05;42856685267;4245;203;741;304;5493;9.15;502.60949999999997;7.5;411.97499999999997;299;1213.5845;4279.4155;44;10;5493;439.44;5493;4669.05
Helena Martins;helena.martins@email.com;Jun-2021;Técnico de Suporte;3132-05;99949067697;6596;613;535;9;7753;9.15;709.3995;7.5;581.475;194;1484.8745;6268.1255;44;1;7753;620.24;7753;6590.05
Helena Martins;helena.martins@email.com;Jul-2021;Técnico de Suporte;3132-05;33377371362;3850;268;622;150;4890;9.15;447.435;7.5;366.75;108;922.185;3967.815;44;11;4890;391.2;4890;4156.5
Helena Martins;helena.martins@email.com;Aug-2021;Técnico de Suporte;3132-05;34325080034;6674;394;568;683;8319;9.15;761.1885;7.5;623.925;173;1558.1135;6760.8865000000005;44;16;8319;665.52;8319;7071.15
Helena Martins;helena.martins@email.com;Sep-2021;Técnico de Suporte;3132-05;48832663807;5347;994;695;199;7235;9.15;662.0024999999999;7.5;542.625;277;1481.6275;5753.3724999999995;44;19;7235;578.8000000000001;7235;6149.75
Helena Martins;helena.martins@email.com;Oct-2021;Técnico de Suporte;3132-05;38684136683;5083;600;489;82;6254;9.15;572.241;7.5;469.04999999999995;366;1407.291;4846.709;44;17;6254;500.32;6254;5315.9
Helena Martins;helena.martins@email.com;Nov-2021;Técnico de Suporte;3132-05;66956012306;4590;213;774;347;5924;9.15;542.0459999999999;7.5;444.3;290;1276.346;4647.654;44;16;5924;473.92;5924;5035.4
Helena Martins;helena.martins@email.com;Dec-2021;Técnico de Suporte;3132-05;78807667207;6403;417;407;901;8128;9.15;743.712;7.5;609.6;268;1621.312;6506.688;44;18;8128;650.24;8128;6908.8
